Navn;Stasjon;Tid(norsk normaltid);Middeltemperatur (døgn);Maksimumstemperatur (døgn);Minimumstemperatur (døgn);Snødybde;Nedbør (døgn)
Trondheim - Høvringen;SN68010;19.06.2021;12,1;15,8;9,9;-;1,2
Trondheim - Høvringen;SN68010;20.06.2021;14,9;20,9;10,8;-;4,1
Trondheim - Høvringen;SN68010;21.06.2021;13,8;16,7;12,3;-;6,3
Trondheim - Høvringen;SN68010;22.06.2021;14,7;20,4;10,2;-;0,1
Trondheim - Høvringen;SN68010;23.06.2021;13,9;18,9;10,2;-;0
Trondheim - Høvringen;SN68010;24.06.2021;13,9;20,2;10,9;-;0,8
Trondheim - Høvringen;SN68010;25.06.2021;13,3;16,8;10,7;-;1
Trondheim - Høvringen;SN68010;26.06.2021;14;19,3;11,1;-;0,2
Trondheim - Høvringen;SN68010;27.06.2021;14;19,9;10,9;-;0,1
Trondheim - Høvringen;SN68010;28.06.2021;14,6;21,3;11,8;-;0
Trondheim - Høvringen;SN68010;29.06.2021;12,3;16,3;10,6;-;2,4
Trondheim - Høvringen;SN68010;30.06.2021;15,3;21,9;10,1;-;0,5
Trondheim - Høvringen;SN68010;01.07.2021;20,4;27,6;12,8;-;0
Trondheim - Høvringen;SN68010;02.07.2021;23;32,9;15,8;-;0
Trondheim - Høvringen;SN68010;03.07.2021;22,4;33,4;15,8;-;0
Trondheim - Høvringen;SN68010;04.07.2021;23,2;33,6;14,5;-;0
Trondheim - Høvringen;SN68010;05.07.2021;23,2;29,3;18,2;-;0
Trondheim - Høvringen;SN68010;06.07.2021;21,3;26,9;16,8;-;0
Trondheim - Høvringen;SN68010;07.07.2021;19,6;24,9;16,9;-;7,3
Trondheim - Høvringen;SN68010;08.07.2021;19,3;23,7;14,6;-;6,5
Trondheim - Høvringen;SN68010;09.07.2021;21,4;28,4;15,8;-;0,1
Trondheim - Høvringen;SN68010;10.07.2021;18;22,5;15,9;-;0
Trondheim - Høvringen;SN68010;11.07.2021;17;19,2;15,8;-;6,5
Trondheim - Høvringen;SN68010;12.07.2021;19,5;26,1;14,6;-;3,2
Trondheim - Høvringen;SN68010;13.07.2021;19,6;25,1;14;-;3,9
Trondheim - Høvringen;SN68010;14.07.2021;20;26,6;16,6;-;0
Trondheim - Høvringen;SN68010;15.07.2021;16;23,2;14,8;-;9,4
Trondheim - Høvringen;SN68010;16.07.2021;16,2;21,6;12,3;-;0,1
Trondheim - Høvringen;SN68010;17.07.2021;14,6;18,5;13,4;-;0,2
Trondheim - Høvringen;SN68010;18.07.2021;11,4;13,5;10,5;-;5,6
Trondheim - Høvringen;SN68010;19.07.2021;12,6;15,4;10,9;-;3,9
Trondheim - Høvringen;SN68010;20.07.2021;11,2;14,8;10,3;-;3,3
Trondheim - Høvringen;SN68010;21.07.2021;13,7;19,5;8,9;-;0,8
Trondheim - Høvringen;SN68010;22.07.2021;12,7;15,9;12,3;-;0
Trondheim - Høvringen;SN68010;23.07.2021;14,8;21,4;10,8;-;0,2
Trondheim - Høvringen;SN68010;24.07.2021;18,1;25,6;11,3;-;0,1
Trondheim - Høvringen;SN68010;25.07.2021;19,2;26,3;13,8;-;0
Trondheim - Høvringen;SN68010;26.07.2021;22,7;31,1;13,3;-;0
Trondheim - Høvringen;SN68010;27.07.2021;23,9;28,4;19,1;-;0
Trondheim - Høvringen;SN68010;28.07.2021;22,8;28,4;18,3;-;0
Trondheim - Høvringen;SN68010;29.07.2021;20,8;28,8;16;-;0
Trondheim - Høvringen;SN68010;30.07.2021;13,2;22,6;12,7;-;2,4
Trondheim - Høvringen;SN68010;31.07.2021;13,7;18;11,1;-;0
Trondheim - Høvringen;SN68010;01.08.2021;12,4;16,8;10,2;-;0
Trondheim - Høvringen;SN68010;02.08.2021;12,4;17,7;9,9;-;0
Trondheim - Høvringen;SN68010;03.08.2021;13,2;18,1;9,5;-;0
Trondheim - Høvringen;SN68010;04.08.2021;14,3;22,2;8,9;-;0
Trondheim - Høvringen;SN68010;05.08.2021;15,5;22,7;11,9;-;0
Trondheim - Høvringen;SN68010;06.08.2021;18,4;27,3;11,4;-;6,4
Trondheim - Høvringen;SN68010;07.08.2021;19,5;24,3;14,6;-;0
Trondheim - Høvringen;SN68010;08.08.2021;16,4;22,5;13,1;-;7,2
Trondheim - Høvringen;SN68010;09.08.2021;19,6;26,8;14,4;-;4,3
Trondheim - Høvringen;SN68010;10.08.2021;17,9;24,8;14,5;-;0
Trondheim - Høvringen;SN68010;11.08.2021;15,9;20,9;13;-;0
Trondheim - Høvringen;SN68010;12.08.2021;16,4;23,7;12,2;-;0
Trondheim - Høvringen;SN68010;13.08.2021;16,7;21,4;14;-;1,1
Trondheim - Høvringen;SN68010;14.08.2021;13,1;16,6;12,6;-;3,8
Trondheim - Høvringen;SN68010;15.08.2021;13,1;15,7;11,2;-;36,7
Trondheim - Høvringen;SN68010;16.08.2021;13;17,7;11,4;-;0,4
Trondheim - Høvringen;SN68010;17.08.2021;13,1;17,3;10,3;-;0,5
Trondheim - Høvringen;SN68010;18.08.2021;12,3;13,7;11,1;-;0,1
Trondheim - Høvringen;SN68010;19.08.2021;11,4;13,3;10,5;-;8,4
Trondheim - Høvringen;SN68010;20.08.2021;11,1;12,8;9,8;-;7
Trondheim - Høvringen;SN68010;22.08.2021;11,9;16,1;8,5;-;0
Trondheim - Høvringen;SN68010;23.08.2021;11,5;16;7,4;-;0
Trondheim - Høvringen;SN68010;24.08.2021;11,5;15,3;9,5;-;0,3
Trondheim - Høvringen;SN68010;25.08.2021;12,1;14,7;11,1;-;35,3
Trondheim - Høvringen;SN68010;26.08.2021;13,5;18,6;9;-;0,2
Trondheim - Høvringen;SN68010;27.08.2021;14,6;21,3;9,3;-;0
Trondheim - Høvringen;SN68010;28.08.2021;14,3;20,3;9,7;-;0
Trondheim - Høvringen;SN68010;29.08.2021;14,2;20,3;9,7;-;0
Trondheim - Høvringen;SN68010;30.08.2021;13,5;16,6;12,1;-;0
Trondheim - Høvringen;SN68010;31.08.2021;12,5;14,8;11;-;0
Trondheim - Høvringen;SN68010;01.09.2021;11,9;12,9;11,3;-;6,5
Trondheim - Høvringen;SN68010;02.09.2021;12,2;14;11,3;-;8,9
Trondheim - Høvringen;SN68010;04.09.2021;10,4;15,9;6;-;0
Trondheim - Høvringen;SN68010;05.09.2021;11,1;15,4;7,9;-;0
Trondheim - Høvringen;SN68010;06.09.2021;11,3;13,6;9,2;-;0
Trondheim - Høvringen;SN68010;07.09.2021;13,3;15,5;11,4;-;3,3
Trondheim - Høvringen;SN68010;08.09.2021;13;15,6;11,4;-;8,4
Trondheim - Høvringen;SN68010;09.09.2021;12,1;15,2;11;-;22,3
Trondheim - Høvringen;SN68010;10.09.2021;10,6;12,2;8,7;-;2,6
Trondheim - Høvringen;SN68010;11.09.2021;12,7;14,6;11,3;-;4,9
Trondheim - Høvringen;SN68010;12.09.2021;11;13,5;10;-;8,3
Trondheim - Høvringen;SN68010;13.09.2021;9,8;12,4;7,5;-;3,6
Trondheim - Høvringen;SN68010;14.09.2021;9,8;13;6,5;-;0
Trondheim - Høvringen;SN68010;15.09.2021;10,9;16,4;6,7;-;0
Trondheim - Høvringen;SN68010;16.09.2021;12,1;15;9,6;-;0
Trondheim - Høvringen;SN68010;17.09.2021;11,9;16,1;8,5;-;0
Trondheim - Høvringen;SN68010;18.09.2021;11,4;16,1;6,8;-;0
Trondheim - Høvringen;SN68010;19.09.2021;11,4;16,6;7,7;-;0
Trondheim - Høvringen;SN68010;20.09.2021;11,4;17,3;7,1;-;0
Trondheim - Høvringen;SN68010;21.09.2021;11,2;15,4;8,5;-;3,2
Trondheim - Høvringen;SN68010;22.09.2021;12,6;18,7;9,2;-;2,4
Trondheim - Høvringen;SN68010;23.09.2021;9,1;13;7,6;-;0,6
Trondheim - Høvringen;SN68010;24.09.2021;8;9,6;6,3;-;1,9
Trondheim - Høvringen;SN68010;25.09.2021;9,7;11,7;7,8;-;6,5
Trondheim - Høvringen;SN68010;26.09.2021;11,9;14,4;8,4;-;1,1
Trondheim - Høvringen;SN68010;27.09.2021;15,5;19,7;11,5;-;0,1
Trondheim - Høvringen;SN68010;28.09.2021;13,7;16;12;-;0,1
Trondheim - Høvringen;SN68010;29.09.2021;13,5;17;10,8;-;0,3
Trondheim - Høvringen;SN68010;30.09.2021;12,9;14;12;-;0
Trondheim - Høvringen;SN68010;01.10.2021;13,3;15,7;10,5;-;0
Trondheim - Høvringen;SN68010;02.10.2021;14,8;17,5;11,6;-;2,6
Trondheim - Høvringen;SN68010;03.10.2021;14,6;17,7;10,2;-;0
Trondheim - Høvringen;SN68010;04.10.2021;14,7;18,6;12,2;-;0,2
Trondheim - Høvringen;SN68010;05.10.2021;13,5;18,4;11,8;-;0
Trondheim - Høvringen;SN68010;06.10.2021;10,2;12,5;9,5;-;0
Trondheim - Høvringen;SN68010;07.10.2021;10,1;12,7;7,2;-;1,9
Trondheim - Høvringen;SN68010;08.10.2021;11,2;14,5;9;-;4,8
Trondheim - Høvringen;SN68010;09.10.2021;11,7;13,5;10,9;-;0,9
Trondheim - Høvringen;SN68010;10.10.2021;10,5;13,2;8,8;-;3,4
Trondheim - Høvringen;SN68010;11.10.2021;7;9,6;5,9;-;14,9
Trondheim - Høvringen;SN68010;12.10.2021;6,3;8,2;5,2;-;7,1
Trondheim - Høvringen;SN68010;13.10.2021;5,2;7,5;3,7;-;4,3
Trondheim - Høvringen;SN68010;14.10.2021;8,8;11,9;4,5;-;20,2
Trondheim - Høvringen;SN68010;15.10.2021;4,9;9,3;3,1;-;22,4
Trondheim - Høvringen;SN68010;16.10.2021;4,1;5,9;2,6;-;12,2
Trondheim - Høvringen;SN68010;17.10.2021;4,2;6,6;2,2;-;14,1
Trondheim - Høvringen;SN68010;18.10.2021;4,2;6,8;3;-;12,8
Trondheim - Høvringen;SN68010;19.10.2021;5,4;7;2,4;-;0,2
Trondheim - Høvringen;SN68010;20.10.2021;7,1;8,5;6,2;-;11,9
Trondheim - Høvringen;SN68010;21.10.2021;4,1;7,9;3,2;-;2,6
Trondheim - Høvringen;SN68010;22.10.2021;4,6;5,6;3,2;-;41,7
Trondheim - Høvringen;SN68010;23.10.2021;5,2;6,5;4,2;-;10,7
Trondheim - Høvringen;SN68010;24.10.2021;6;7,5;3,8;-;5,7
Trondheim - Høvringen;SN68010;25.10.2021;7,4;10,1;5,8;-;3,1
Trondheim - Høvringen;SN68010;26.10.2021;6,4;8,4;5;-;0,7
Trondheim - Høvringen;SN68010;27.10.2021;9,1;11,6;3,6;-;3
Trondheim - Høvringen;SN68010;28.10.2021;9,6;12,3;8,3;-;1,3
Trondheim - Høvringen;SN68010;29.10.2021;8,2;9,7;7,3;-;2,8
Trondheim - Høvringen;SN68010;30.10.2021;11,2;14,5;7,8;-;0,1
Trondheim - Høvringen;SN68010;31.10.2021;9,8;12,6;6,2;-;0
Trondheim - Høvringen;SN68010;01.11.2021;10,4;13,7;6,1;-;4,7
Trondheim - Høvringen;SN68010;02.11.2021;11,2;12,5;9,7;-;0
Trondheim - Høvringen;SN68010;03.11.2021;5,8;11;4,5;-;0
Trondheim - Høvringen;SN68010;04.11.2021;4,9;6,5;2,6;-;0
Trondheim - Høvringen;SN68010;05.11.2021;4,4;6,1;3;-;3,2
Trondheim - Høvringen;SN68010;06.11.2021;3,7;6,1;2,2;-;21,4
Trondheim - Høvringen;SN68010;07.11.2021;1,4;4,1;0,4;-;4,8
Trondheim - Høvringen;SN68010;08.11.2021;-0,1;1,4;-2;-;0
Trondheim - Høvringen;SN68010;09.11.2021;4,9;7,3;0,4;-;6,5
Trondheim - Høvringen;SN68010;10.11.2021;4,7;7,9;3,5;-;2,4
Trondheim - Høvringen;SN68010;11.11.2021;5,9;8,1;3;-;11
Trondheim - Høvringen;SN68010;12.11.2021;3,4;7;1,7;-;18,4
Trondheim - Høvringen;SN68010;13.11.2021;2;2,8;0,8;-;0
Trondheim - Høvringen;SN68010;14.11.2021;0,5;2,3;-1;-;0
Trondheim - Høvringen;SN68010;15.11.2021;2,8;4,4;0,9;-;0
Trondheim - Høvringen;SN68010;16.11.2021;5,4;6,6;3,4;-;0,3
Trondheim - Høvringen;SN68010;17.11.2021;5,8;9,9;4;-;1,1
Trondheim - Høvringen;SN68010;18.11.2021;2,7;4,4;1,5;-;2,6
Trondheim - Høvringen;SN68010;19.11.2021;4,5;8,4;2,7;-;6,1
Trondheim - Høvringen;SN68010;20.11.2021;3,6;5,3;2,7;-;35,5
Trondheim - Høvringen;SN68010;21.11.2021;2,5;4,1;1,3;-;14,3
Trondheim - Høvringen;SN68010;22.11.2021;3,6;6,4;0,9;-;4,3
Trondheim - Høvringen;SN68010;23.11.2021;5,3;8,6;2,7;-;8
Trondheim - Høvringen;SN68010;24.11.2021;3,5;7,6;2,5;-;48,7
Trondheim - Høvringen;SN68010;25.11.2021;0,8;4,2;-0,7;-;6,6
Trondheim - Høvringen;SN68010;26.11.2021;-2;0,2;-2,8;-;1,3
Trondheim - Høvringen;SN68010;27.11.2021;-6;-1,9;-7,5;-;0
Trondheim - Høvringen;SN68010;28.11.2021;-7,6;-6;-8,6;-;0
Trondheim - Høvringen;SN68010;29.11.2021;-6,2;-4,7;-8,6;-;0
Trondheim - Høvringen;SN68010;30.11.2021;-3,8;-3,3;-7,1;-;0
Trondheim - Høvringen;SN68010;01.12.2021;-0,9;0,5;-3,7;-;4,4
Trondheim - Høvringen;SN68010;02.12.2021;-4,5;0;-6,8;-;4,3
Trondheim - Høvringen;SN68010;03.12.2021;-8,3;-6,7;-11,8;-;0
Trondheim - Høvringen;SN68010;04.12.2021;-2,7;-1,9;-7,3;-;0
Trondheim - Høvringen;SN68010;05.12.2021;-5,3;-2,1;-6,9;-;0
Trondheim - Høvringen;SN68010;06.12.2021;-8,4;-6,7;-8,9;-;0
Trondheim - Høvringen;SN68010;07.12.2021;-6,2;-5,1;-8,7;-;0
Trondheim - Høvringen;SN68010;08.12.2021;-2,3;-0,4;-5,5;-;0
Trondheim - Høvringen;SN68010;09.12.2021;0,8;1,7;-1;-;0
Trondheim - Høvringen;SN68010;10.12.2021;-0,5;2,2;-2,1;-;0
Trondheim - Høvringen;SN68010;11.12.2021;2,3;3,5;-3,1;-;0
Trondheim - Høvringen;SN68010;12.12.2021;2,2;4,2;-0,3;-;0
Trondheim - Høvringen;SN68010;13.12.2021;2,9;6,4;0,7;-;0,6
Trondheim - Høvringen;SN68010;14.12.2021;3,5;5,8;1,7;-;0
Trondheim - Høvringen;SN68010;15.12.2021;5,3;6,8;1,9;-;3,6
Trondheim - Høvringen;SN68010;16.12.2021;6,4;7,8;3,6;-;8,7
Trondheim - Høvringen;SN68010;17.12.2021;8,1;9,4;5,3;-;2,6
Trondheim - Høvringen;SN68010;18.12.2021;7,4;9,6;4,7;-;15,5
Trondheim - Høvringen;SN68010;19.12.2021;3,7;6,1;1,9;-;13,7
Trondheim - Høvringen;SN68010;20.12.2021;2,9;5,1;1,6;-;4,4
Trondheim - Høvringen;SN68010;21.12.2021;1,2;2,6;0,2;-;0,7
Trondheim - Høvringen;SN68010;22.12.2021;-1;0,9;-3,2;-;2,2
Trondheim - Høvringen;SN68010;23.12.2021;-1,5;2,4;-4,6;-;0
Trondheim - Høvringen;SN68010;24.12.2021;-4;-1,2;-7,4;-;4,6
Trondheim - Høvringen;SN68010;25.12.2021;0,4;1,2;-4,2;-;1,8
Trondheim - Høvringen;SN68010;26.12.2021;0,7;1,5;-0,4;-;4,4
Trondheim - Høvringen;SN68010;27.12.2021;-1,8;1,7;-3,6;-;1,9
Trondheim - Høvringen;SN68010;28.12.2021;-4,9;-2,8;-5,9;-;0
Trondheim - Høvringen;SN68010;29.12.2021;-4,2;-2,7;-6,5;-;0
Trondheim - Høvringen;SN68010;30.12.2021;-1;0,3;-3,6;-;0
Trondheim - Høvringen;SN68010;31.12.2021;2,9;4,1;-0,1;-;0,1
Trondheim - Høvringen;SN68010;01.01.2022;0,1;3,1;-3,3;-;1,1
Trondheim - Høvringen;SN68010;02.01.2022;2,9;4,4;0,1;-;3,4
Trondheim - Høvringen;SN68010;03.01.2022;1,7;5,9;0,3;-;0
Trondheim - Høvringen;SN68010;04.01.2022;-3,3;0,5;-5;-;5,6
Trondheim - Høvringen;SN68010;05.01.2022;-1,9;0,1;-6,3;-;0,5
Trondheim - Høvringen;SN68010;06.01.2022;-3;0;-4,3;-;1,7
Trondheim - Høvringen;SN68010;07.01.2022;-4,4;-1,8;-8,1;-;0,3
Trondheim - Høvringen;SN68010;08.01.2022;-2,7;-1,2;-4,2;-;0
Trondheim - Høvringen;SN68010;09.01.2022;-1,4;0,2;-4,2;-;0
Trondheim - Høvringen;SN68010;10.01.2022;-1,1;0,3;-3,2;-;0
Trondheim - Høvringen;SN68010;11.01.2022;3,8;5,4;-2,6;-;0
Trondheim - Høvringen;SN68010;12.01.2022;6,2;8,9;1,6;-;0,1
Trondheim - Høvringen;SN68010;13.01.2022;6,6;9,1;3,9;-;15,3
Trondheim - Høvringen;SN68010;14.01.2022;2,5;5,9;0,4;-;13,2
Trondheim - Høvringen;SN68010;15.01.2022;2,1;3,9;0;-;8,1
Trondheim - Høvringen;SN68010;16.01.2022;2,3;5,5;-0,2;-;2,8
Trondheim - Høvringen;SN68010;18.01.2022;5,7;7,6;0,4;-;7,8
Trondheim - Høvringen;SN68010;19.01.2022;2,2;9;-2,7;-;5,3
Trondheim - Høvringen;SN68010;20.01.2022;-0,5;1,7;-3,4;-;11,3
Trondheim - Høvringen;SN68010;21.01.2022;1,2;3,7;-1,3;-;7,6
Trondheim - Høvringen;SN68010;22.01.2022;4,8;6,8;0;-;4,4
Trondheim - Høvringen;SN68010;23.01.2022;6,4;9,3;4,4;-;1,2
Trondheim - Høvringen;SN68010;24.01.2022;3,6;9;1,7;-;1,8
Trondheim - Høvringen;SN68010;25.01.2022;1,2;3,5;-0,1;-;13,6
Trondheim - Høvringen;SN68010;26.01.2022;2,4;3,4;0,9;-;7,4
Trondheim - Høvringen;SN68010;27.01.2022;2,8;4,2;1,5;-;13,2
Trondheim - Høvringen;SN68010;28.01.2022;1,7;3,8;0,1;-;3,8
Trondheim - Høvringen;SN68010;29.01.2022;2,7;5,6;0,4;-;6,3
Trondheim - Høvringen;SN68010;30.01.2022;1,3;3,7;-0,8;-;10,4
Trondheim - Høvringen;SN68010;31.01.2022;-2,3;0,1;-4;-;2,2
Trondheim - Høvringen;SN68010;01.02.2022;-3;-1,2;-3,9;-;1,7
Trondheim - Høvringen;SN68010;02.02.2022;-2,9;-2;-5,1;-;0
Trondheim - Høvringen;SN68010;03.02.2022;-1;1,6;-4,9;-;2,4
Trondheim - Høvringen;SN68010;04.02.2022;1,8;3,5;-0,3;-;0,2
Trondheim - Høvringen;SN68010;05.02.2022;1,2;3,2;0,3;-;2,7
Trondheim - Høvringen;SN68010;06.02.2022;2,1;3,2;0;-;0,1
Trondheim - Høvringen;SN68010;07.02.2022;2,6;4,2;0,8;-;5,9
Trondheim - Høvringen;SN68010;08.02.2022;1,7;3,4;0,6;-;8,6
Trondheim - Høvringen;SN68010;09.02.2022;0,8;2;0,1;-;15,7
Trondheim - Høvringen;SN68010;10.02.2022;0,5;2,1;-0,7;-;12,2
Trondheim - Høvringen;SN68010;11.02.2022;-0,4;1;-2,3;-;16
Trondheim - Høvringen;SN68010;12.02.2022;1,6;2,9;0,4;-;5,1
Trondheim - Høvringen;SN68010;13.02.2022;3,2;5,7;0,9;-;4,6
Trondheim - Høvringen;SN68010;14.02.2022;-0,4;2,8;-2;-;2,9
Trondheim - Høvringen;SN68010;15.02.2022;-1,7;-1;-2,7;-;0,2
Trondheim - Høvringen;SN68010;16.02.2022;-0,2;2,6;-1,9;-;0,9
Trondheim - Høvringen;SN68010;17.02.2022;-2,8;-0,2;-5,2;-;0
Trondheim - Høvringen;SN68010;18.02.2022;0,9;3,7;-2;-;5
Trondheim - Høvringen;SN68010;19.02.2022;-0,6;2;-2;-;0,4
Trondheim - Høvringen;SN68010;20.02.2022;-0,4;2,1;-3;-;1,9
Trondheim - Høvringen;SN68010;21.02.2022;-1,1;0,8;-3,2;-;2,3
Trondheim - Høvringen;SN68010;22.02.2022;-0,3;1,9;-3,7;-;1,6
Trondheim - Høvringen;SN68010;23.02.2022;2,4;5,3;-1;-;0,1
Trondheim - Høvringen;SN68010;24.02.2022;2,6;6;0,1;-;7,2
Trondheim - Høvringen;SN68010;25.02.2022;1,4;3,5;-0,7;-;0
Trondheim - Høvringen;SN68010;26.02.2022;2,4;5,7;-1,3;-;2,3
Trondheim - Høvringen;SN68010;27.02.2022;5,3;10,5;2,4;-;0
Trondheim - Høvringen;SN68010;28.02.2022;3,2;7,1;-1,1;-;0
Trondheim - Høvringen;SN68010;01.03.2022;4,6;7,9;2,6;-;0,5
Trondheim - Høvringen;SN68010;02.03.2022;3,3;4,8;0,8;-;11,6
Trondheim - Høvringen;SN68010;03.03.2022;2,3;5,7;1,4;-;2,1
Trondheim - Høvringen;SN68010;04.03.2022;-1,1;2,2;-4;-;0
Trondheim - Høvringen;SN68010;05.03.2022;0,7;3,6;-3;-;0
Trondheim - Høvringen;SN68010;06.03.2022;3,5;5,6;1,1;-;5,8
Trondheim - Høvringen;SN68010;07.03.2022;5,1;7;2,7;-;8,9
Trondheim - Høvringen;SN68010;08.03.2022;3,3;7,3;1;-;0,1
Trondheim - Høvringen;SN68010;09.03.2022;4;8,8;-0,4;-;0
Trondheim - Høvringen;SN68010;10.03.2022;7,4;10,5;5,6;-;0
Trondheim - Høvringen;SN68010;11.03.2022;5,5;9,3;3,3;-;0
Trondheim - Høvringen;SN68010;12.03.2022;6,4;10,5;1,4;-;0
Trondheim - Høvringen;SN68010;13.03.2022;6,2;9;3,1;-;0
Trondheim - Høvringen;SN68010;14.03.2022;6;9,9;3;-;0
Trondheim - Høvringen;SN68010;15.03.2022;4;8,2;1,1;-;0
Trondheim - Høvringen;SN68010;16.03.2022;5,4;9,1;-0,1;-;0
Trondheim - Høvringen;SN68010;17.03.2022;6,7;8,7;5,8;-;0
Trondheim - Høvringen;SN68010;18.03.2022;5,6;7,8;2,6;-;0,1
Trondheim - Høvringen;SN68010;19.03.2022;9,8;16,1;4,4;-;0,7
Trondheim - Høvringen;SN68010;20.03.2022;5,6;11,1;0,9;-;0
Trondheim - Høvringen;SN68010;21.03.2022;4,9;9,7;2,3;-;0
Trondheim - Høvringen;SN68010;22.03.2022;4,1;7,7;0,2;-;0
Trondheim - Høvringen;SN68010;23.03.2022;6,7;10,4;3,3;-;0
Trondheim - Høvringen;SN68010;24.03.2022;7,8;11,3;6,8;-;0,1
Trondheim - Høvringen;SN68010;25.03.2022;6;8,7;3,2;-;18,4
Trondheim - Høvringen;SN68010;26.03.2022;2,6;4,5;2,1;-;2,2
Trondheim - Høvringen;SN68010;27.03.2022;5,7;9,7;0,2;-;7,9
Trondheim - Høvringen;SN68010;28.03.2022;2,3;7,6;-0,3;-;14,1
Trondheim - Høvringen;SN68010;29.03.2022;0,6;4,6;-1;-;2,4
Trondheim - Høvringen;SN68010;30.03.2022;0,6;4;-2,3;-;0
Trondheim - Høvringen;SN68010;31.03.2022;1;5;-0,9;-;0,1
Trondheim - Høvringen;SN68010;01.04.2022;1,1;5,2;-1,4;-;1,3
Trondheim - Høvringen;SN68010;02.04.2022;1,1;3,3;-0,3;-;0,6
Trondheim - Høvringen;SN68010;03.04.2022;0,7;3,1;-0,2;-;10
Trondheim - Høvringen;SN68010;04.04.2022;0,1;4,4;-1,5;-;4,9
Trondheim - Høvringen;SN68010;05.04.2022;-0,2;3,5;-2,5;-;1,6
Trondheim - Høvringen;SN68010;06.04.2022;1;5,8;-1,8;-;3
Trondheim - Høvringen;SN68010;07.04.2022;0,9;7,3;-5,2;-;0,4
Trondheim - Høvringen;SN68010;08.04.2022;0,2;3,8;-2,6;-;0
Trondheim - Høvringen;SN68010;09.04.2022;2,4;5,2;-0,3;-;0,2
Trondheim - Høvringen;SN68010;10.04.2022;3,5;5,8;2,1;-;3,5
Trondheim - Høvringen;SN68010;11.04.2022;3,3;6,2;1,1;-;10,5
Trondheim - Høvringen;SN68010;12.04.2022;4,9;9,1;2,1;-;1,3
Trondheim - Høvringen;SN68010;13.04.2022;5,9;12,2;1,2;-;0
Trondheim - Høvringen;SN68010;14.04.2022;5,7;11,7;1,7;-;0
Trondheim - Høvringen;SN68010;15.04.2022;6;12,7;-0,4;-;0
Trondheim - Høvringen;SN68010;16.04.2022;8,2;14,6;4,6;-;0
Trondheim - Høvringen;SN68010;17.04.2022;8,6;15,5;2,9;-;0
Trondheim - Høvringen;SN68010;18.04.2022;10,6;18,7;3,9;-;0
Trondheim - Høvringen;SN68010;19.04.2022;11,3;19,4;5;-;0
Trondheim - Høvringen;SN68010;20.04.2022;10,6;17,8;4,5;-;0
Trondheim - Høvringen;SN68010;21.04.2022;10,7;18,8;5,2;-;0
Trondheim - Høvringen;SN68010;22.04.2022;7,9;13,6;4,7;-;0
Trondheim - Høvringen;SN68010;23.04.2022;9,5;16,2;4;-;0
Trondheim - Høvringen;SN68010;24.04.2022;9,8;15,8;2,6;-;0
Trondheim - Høvringen;SN68010;25.04.2022;6,1;12;4,8;-;0
Trondheim - Høvringen;SN68010;26.04.2022;3,8;7,9;1,8;-;0,7
Trondheim - Høvringen;SN68010;27.04.2022;3,3;8,4;0,2;-;0,8
Trondheim - Høvringen;SN68010;28.04.2022;4,1;7,7;1;-;6,8
Trondheim - Høvringen;SN68010;29.04.2022;4,2;8,3;1,2;-;4,3
Trondheim - Høvringen;SN68010;30.04.2022;4,9;8,1;1,9;-;2,6
Trondheim - Høvringen;SN68010;01.05.2022;8,1;14,1;3,9;-;6,5
Trondheim - Høvringen;SN68010;02.05.2022;5,2;8,8;3,7;-;3,5
Trondheim - Høvringen;SN68010;03.05.2022;3,2;7,9;0,1;-;2,2
Trondheim - Høvringen;SN68010;04.05.2022;5;10,1;-0,2;-;1,1
Trondheim - Høvringen;SN68010;05.05.2022;7,5;13,2;4,9;-;1,8
Trondheim - Høvringen;SN68010;06.05.2022;8,6;13,6;6,1;-;1
Trondheim - Høvringen;SN68010;07.05.2022;4,2;11,6;1,6;-;3,1
Trondheim - Høvringen;SN68010;08.05.2022;5,3;10,9;0,9;-;7
Trondheim - Høvringen;SN68010;09.05.2022;9,4;14;6,1;-;2,8
Trondheim - Høvringen;SN68010;10.05.2022;11,4;17,8;7,6;-;0,1
Trondheim - Høvringen;SN68010;11.05.2022;10,3;17,6;5,9;-;2,8
Trondheim - Høvringen;SN68010;12.05.2022;8,2;12,8;6,2;-;1,8
Trondheim - Høvringen;SN68010;13.05.2022;8,9;15,7;5,8;-;1,2
Trondheim - Høvringen;SN68010;14.05.2022;6,4;8,9;3,9;-;2,5
Trondheim - Høvringen;SN68010;15.05.2022;6,5;9,9;4,3;-;5,8
Trondheim - Høvringen;SN68010;16.05.2022;6,8;12,1;4,1;-;0,4
Trondheim - Høvringen;SN68010;17.05.2022;9,5;17,8;2,4;-;0
Trondheim - Høvringen;SN68010;18.05.2022;11,6;18,8;6,5;-;0
Trondheim - Høvringen;SN68010;19.05.2022;13,7;21,3;9,8;-;0
Trondheim - Høvringen;SN68010;20.05.2022;14,6;21,1;8,2;-;0
Trondheim - Høvringen;SN68010;21.05.2022;13,6;18,5;11,2;-;0
Trondheim - Høvringen;SN68010;22.05.2022;12,4;19,4;8,7;-;1,5
Trondheim - Høvringen;SN68010;23.05.2022;15,1;21,6;9,6;-;0,5
Trondheim - Høvringen;SN68010;24.05.2022;15,5;18,5;13,2;-;0
Trondheim - Høvringen;SN68010;25.05.2022;13,7;20,2;11,6;-;0,4
